birth_year,profile,photo,name,id,birth_day,birth_month,country_id
1987,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3024110-branislav-konrad.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024110.jpg,branislav konrad,3024110,10,10,SVK
1983,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3033857-dominik-granak.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3033857.jpg,dominik granak,3033857,11,06,SVK
1985,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3024073-ivan-baranka.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024073.jpg,ivan baranka,3024073,19,05,SVK
1981,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3024117-jan-laco.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024117.jpg,jan laco,3024117,01,12,SVK
1988,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3024126-juraj-mikus.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024126.jpg,juraj mikus,3024126,30,11,SVK
1989,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3024154-juraj-valach.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024154.jpg,juraj valach,3024154,01,02,SVK
1979,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3024128-ladislav-nagy.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024128.jpg,ladislav nagy,3024128,01,06,SVK
1992,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3024083-lukas-cingel.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024083.jpg,lukas cingel,3024083,10,06,SVK
1987,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3024097-marcel-hascak.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024097.jpg,marcel hascak,3024097,03,02,SVK
1989,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3024088-marek-daloga.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024088.jpg,marek daloga,3024088,10,03,SVK
1984,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3024101-marek-hovorka.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024101.jpg,marek hovorka,3024101,08,10,SVK
1990,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3024072-martin-bakos.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024072.jpg,martin bakos,3024072,18,04,SVK
1995,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3024130-matej-paulovic.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024130.jpg,matej paulovic,3024130,13,01,SVK
1996,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3024143-matus-sukel.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024143.jpg,matus sukel,3024143,23,01,SVK
1992,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3024084-michal-cajkovsky.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024084.jpg,michal cajkovsky,3024084,06,05,SVK
1993,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3024113-michal-kristof.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024113.jpg,michal kristof,3024113,11,10,SVK
1992,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3024080-milos-bubela.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024080.jpg,milos bubela,3024080,25,08,SVK
1993,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3024118-patrik-lamper.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024118.jpg,patrik lamper,3024118,10,03,SVK
1993,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3024136-patrik-rybar.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024136.jpg,patrik rybar,3024136,09,11,SVK
1993,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3024085-peter-ceresnak.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024085.jpg,peter ceresnak,3024085,26,01,SVK
1985,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3024129-peter-olvecky.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024129.jpg,peter olvecky,3024129,11,10,SVK
1988,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3024120-tomas-marcinko.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024120.jpg,tomas marcinko,3024120,11,04,SVK
1981,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3033860-tomas-starosta.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3033860.jpg,tomas starosta,3033860,20,05,SVK
1981,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3024144-tomas-surovy.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024144.jpg,tomas surovy,3024144,24,09,SVK
1986,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3036813-alexander-bergstrom.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3036813.jpg,alexander bergstrom,3036813,18,01,SWE
1991,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3036856-anton-lander.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3036856.jpg,anton lander,3036856,24,04,SWE
1991,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3036853-carl-klingberg.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3036853.jpg,carl klingberg,3036853,28,01,SWE
1991,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3036829-dennis-everberg.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3036829.jpg,dennis everberg,3036829,31,12,SWE
1987,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3036810-dick-axelsson.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3036810.jpg,dick axelsson,3036810,25,04,SWE
1988,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3036838-erik-gustafsson.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3036838.jpg,erik gustafsson,3036838,15,12,SWE
1987,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3037527-fredrik-pettersson.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3037527.jpg,fredrik pettersson,3037527,10,06,SWE
1988,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3036827-jhonas-enroth.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3036827.jpg,jhonas enroth,3036827,25,06,SWE
1983,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3036859-joakim-lindstrom.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3036859.jpg,joakim lindstrom,3036859,05,12,SWE
1982,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3036862-joel-lundqvist.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3036862.jpg,joel lundqvist,3036862,02,03,SWE
1985,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3036831-johan-fransson.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3036831.jpg,johan fransson,3036831,18,02,SWE
1991,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3036870-john-norman.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3036870.jpg,john norman,3036870,06,01,SWE
1987,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3036801-jonas-ahnelov.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3036801.jpg,jonas ahnelov,3036801,11,12,SWE
1987,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3037525-linus-omark.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3037525.jpg,linus omark,3037525,05,02,SWE
1991,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3036841-magnus-hellberg.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3036841.jpg,magnus hellberg,3036841,04,04,SWE
1993,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3037554-mikael-wikstrand.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3037554.jpg,mikael wikstrand,3037554,05,11,SWE
1989,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3036865-oscar-moller.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3036865.jpg,oscar moller,3036865,22,01,SWE
1991,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3036858-par-lindholm.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3036858.jpg,par lindholm,3036858,05,10,SWE
1986,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3036879-patrik-hersley.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3036879.jpg,patrik hersley,3036879,23,06,SWE
1987,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3037556-patrik-zackrisson.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3037556.jpg,patrik zackrisson,3037556,27,03,SWE
2000,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3036820-rasmus-dahlin.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3036820.jpg,rasmus dahlin,3036820,13,04,SWE
1991,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3036814-simon-bertilsson.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3036814.jpg,simon bertilsson,3036814,19,04,SWE
1982,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3036854-staffan-kronwall.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3036854.jpg,staffan kronwall,3036854,10,09,SWE
1982,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3036830-viktor-fasth.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3036830.jpg,viktor fasth,3036830,08,08,SWE
1986,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3037541-viktor-stalberg.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3037541.jpg,viktor stalberg,3037541,17,01,SWE
1987,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3019722-bobby-butler.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3019722.jpg,bobby butler,3019722,26,04,USA
1988,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3020621-bobby-sanguinetti.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3020621.jpg,bobby sanguinetti,3020621,29,02,USA
1991,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3020605-brandon-maxwell.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3020605.jpg,brandon maxwell,3020605,22,03,USA
1979,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3020814-brian-gionta.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3020814.jpg,brian gionta,3020814,18,01,USA
1988,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3020616-brian-o-neill.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3020616.jpg,brian o'neill,3020616,01,06,USA
1988,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3019778-broc-little.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3019778.jpg,broc little,3019778,24,03,USA
1989,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3019711-chad-billins.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3019711.jpg,chad billins,3019711,26,05,USA
1986,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3019770-chad-kolarik.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3019770.jpg,chad kolarik,3019770,26,01,USA
1986,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3019719-chris-bourque.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3019719.jpg,chris bourque,3019719,29,01,USA
1984,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3019775-david-leggio.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3019775.jpg,david leggio,3019775,31,07,USA
1988,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3019801-garrett-roe.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3019801.jpg,garrett roe,3019801,22,02,USA
1984,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3020645-james-wisniewski.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3020645.jpg,james wisniewski,3020645,21,02,USA
1982,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3020627-jim-slater.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3020627.jpg,jim slater,3020627,09,12,USA
1986,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3084249-john-mccarthy.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3084249.jpg,john mccarthy,3084249,09,08,USA
1989,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3019714-jonathon-blum.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3019714.jpg,jonathon blum,3019714,30,01,USA
1997,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3020629-jordan-greenway.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3020629.jpg,jordan greenway,3020629,16,02,USA
1988,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3019704-mark-arcobello.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3019704.jpg,mark arcobello,3019704,12,08,USA
1984,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3019745-matt-gilroy.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3019745.jpg,matt gilroy,3019745,20,07,USA
1982,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3020640-noah-welch.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3020640.jpg,noah welch,3020640,26,08,USA
1996,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3019728-ryan-donato.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3019728.jpg,ryan donato,3019728,09,04,USA
1985,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3019749-ryan-gunderson.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3019749.jpg,ryan gunderson,3019749,16,08,USA
1987,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3020633-ryan-stoa.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3020633.jpg,ryan stoa,3020633,13,04,USA
1986,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3019817-ryan-zapolski.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3019817.jpg,ryan zapolski,3019817,11,11,USA
1997,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3023220-troy-terry.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3023220.jpg,troy terry,3023220,10,09,USA
1996,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3019717-will-borgen.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3019717.jpg,will borgen,3019717,19,12,USA
1994,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3030370-ann-renee-desbiens.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3030370.jpg,ann-renee desbiens,3030370,10,04,CAN
1990,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3030347-bailey-bram.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3030347.jpg,bailey bram,3030347,05,09,CAN
1993,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3030371-blayre-turnbull.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3030371.jpg,blayre turnbull,3030371,15,07,CAN
1991,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3030358-brianne-jenner.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3030358.jpg,brianne jenner,3030358,04,05,CAN
1992,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3030372-brigette-lacquette.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3030372.jpg,brigette lacquette,3030372,10,11,CAN
1995,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3030357-emily-clark.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3030357.jpg,emily clark,3030357,28,11,CAN
1989,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3030346-genevieve-lacasse.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3030346.jpg,genevieve lacasse,3030346,05,05,CAN
1988,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3030350-haley-irwin.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3030350.jpg,haley irwin,3030350,06,06,CAN
1989,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3030351-jennifer-wakefield.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3030351.jpg,jennifer wakefield,3030351,15,06,CAN
1992,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3030345-jillian-saulnier.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3030345.jpg,jillian saulnier,3030345,07,03,CAN
1988,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3030363-jocelyne-larocque.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3030363.jpg,jocelyne larocque,3030363,19,05,CAN
1991,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3030364-laura-fortino.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3030364.jpg,laura fortino,3030364,30,01,CAN
1994,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3030369-laura-stacey.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3030369.jpg,laura stacey,3030369,05,05,CAN
1990,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3030365-lauriane-rougeau.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3030365.jpg,lauriane rougeau,3030365,12,04,CAN
1991,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3030361-marie-philip-poulin.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3030361.jpg,marie-philip poulin,3030361,28,03,CAN
1985,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3030367-meaghan-mikkelson.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3030367.jpg,meaghan mikkelson,3030367,04,01,CAN
1987,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3030356-meghan-agosta.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3030356.jpg,meghan agosta,3030356,12,02,CAN
1992,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3030366-melodie-daoust.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3030366.jpg,melodie daoust,3030366,07,01,CAN
1990,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3030354-natalie-spooner.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3030354.jpg,natalie spooner,3030354,17,10,CAN
1989,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3030373-rebecca-johnston.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3030373.jpg,rebecca johnston,3030373,24,09,CAN
1994,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3030355-renata-fast.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3030355.jpg,renata fast,3030355,06,10,CAN
1995,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3030352-sarah-nurse.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3030352.jpg,sarah nurse,3030352,04,01,CAN
1986,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3030360-shannon-szabados.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3030360.jpg,shannon szabados,3030360,06,08,CAN
1995,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3040909-cho-mihwan.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3040909.jpg,cho mihwan,3040909,30,03,COR
1991,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3121667-choe-jong-hui.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3121667.jpg,choe jong hui,3121667,12,12,COR
1994,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3121795-choe-un-gyong.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3121795.jpg,choe un gyong,3121795,29,01,COR
1998,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3040910-choi-jiyeon.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3040910.jpg,choi jiyeon,3040910,21,08,COR
2000,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3040911-choi-yujung.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3040911.jpg,choi yujung,3040911,27,03,COR
2001,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3040912-eom-suyeon.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3040912.jpg,eom suyeon,3040912,01,02,COR
2000,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3040920-genevieve-kim-knowles.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3040920.jpg,genevieve kim knowles,3040920,25,04,COR
1994,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3040914-han-dohee.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3040914.jpg,han dohee,3040914,16,11,COR
1987,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3040915-han-soojin.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3040915.jpg,han soojin,3040915,22,09,COR
1995,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3121670-hwang-chung-gum.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3121670.jpg,hwang chung gum,3121670,11,09,COR
1997,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3121769-hwang-sol-gyong.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3121769.jpg,hwang sol gyong,3121769,09,01,COR
1993,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3040916-im-danelle.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3040916.jpg,im danelle,3040916,21,01,COR
1990,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3121651-jin-ok.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3121651.jpg,jin ok,3121651,28,01,COR
1994,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3040932-jo-su-sie.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3040932.jpg,jo su sie,3040932,09,09,COR
1996,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3121668-jong-su-hyon.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3121668.jpg,jong su hyon,3121668,10,10,COR
2000,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3040917-jung-siyun.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3040917.jpg,jung siyun,3040917,08,09,COR
2001,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3040918-kim-heewon.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3040918.jpg,kim heewon,3040918,01,08,COR
1995,https://www.olympic.org/pyeongchang-2018/results/en/ice-hockey/athlete-profile-n3121673-kim-hyang-mi.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3121673.jpg,kim hyang mi,3121673,10,02,COR
