birth_year,profile,photo,name,id,birth_day,birth_month,country_id
1987,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3029082-mari-laukkanen.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3029082.jpg,mari laukkanen,3029082,09,11,FIN
1994,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3110881-suvi-minkkinen.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3110881.jpg,suvi minkkinen,3110881,08,12,FIN
1987,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3025756-anais-bescond.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3025756.jpg,anais bescond,3025756,15,05,FRA
1993,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3025758-anais-chevalier.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3025758.jpg,anais chevalier,3025758,12,02,FRA
1991,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3025755-celia-aymonier.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3025755.jpg,celia aymonier,3025755,05,08,FRA
1996,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3025757-justine-braisaz.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3025757.jpg,justine braisaz,3025757,04,07,FRA
1987,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3036500-amanda-lightfoot.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3036500.jpg,amanda lightfoot,3036500,30,01,GBR
1987,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3031675-franziska-hildebrand.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3031675.jpg,franziska hildebrand,3031675,24,03,GER
1994,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3031723-franziska-preuss.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3031723.jpg,franziska preuss,3031723,11,03,GER
1993,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3030902-laura-dahlmeier.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3030902.jpg,laura dahlmeier,3030902,22,08,GER
1989,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3031665-maren-hammerschmidt.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3031665.jpg,maren hammerschmidt,3031665,24,10,GER
1991,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3029403-alexia-runggaldier.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3029403.jpg,alexia runggaldier,3029403,27,11,ITA
1990,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3029422-dorothea-wierer.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3029422.jpg,dorothea wierer,3029422,03,04,ITA
1995,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3028851-lisa-vittozzi.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3028851.jpg,lisa vittozzi,3028851,04,02,ITA
1991,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3029409-nicole-gontier.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3029409.jpg,nicole gontier,3029409,17,11,ITA
1992,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3018875-asuka-hachisuka.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3018875.jpg,asuka hachisuka,3018875,26,09,JPN
1989,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3018870-fuyuko-tachizaki.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3018870.jpg,fuyuko tachizaki,3018870,13,01,JPN
1990,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3018873-sari-furuya.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3018873.jpg,sari furuya,3018873,25,05,JPN
1989,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3018871-yurie-tanaka.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3018871.jpg,yurie tanaka,3018871,06,01,JPN
1991,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3029623-alina-raikova.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3029623.jpg,alina raikova,3029623,14,08,KAZ
1989,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3029628-darya-klimina.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3029628.jpg,darya klimina,3029628,06,09,KAZ
1994,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3029747-galina-vishnevskaya.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3029747.jpg,galina vishnevskaya,3029747,10,02,KAZ
1987,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3029773-olga-poltoranina.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3029773.jpg,olga poltoranina,3029773,27,02,KAZ
1984,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3040505-anna-frolina.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3040505.jpg,anna frolina,3040505,11,01,KOR
1990,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3040506-ekaterina-avvakumova.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3040506.jpg,ekaterina avvakumova,3040506,26,10,KOR
1997,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3040504-jung-jumi.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3040504.jpg,jung jumi,3040504,11,09,KOR
1988,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3040500-mun-jihee.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3040500.jpg,mun jihee,3040500,02,08,KOR
1991,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3022845-baiba-bendika.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3022845.jpg,baiba bendika,3022845,27,06,LAT
1984,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3018008-diana-rasimoviciute.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3018008.jpg,diana rasimoviciute,3018008,25,02,LTU
1985,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3018029-natalja-kocergina.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3018029.jpg,natalja kocergina,3018029,17,04,LTU
1996,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3026795-ingrid-landmark-tandrevold.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3026795.jpg,ingrid landmark tandrevold,3026795,23,09,NOR
1990,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3026792-marte-olsbu.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3026792.jpg,marte olsbu,3026792,07,12,NOR
1989,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3026784-synnoeve-solemdal.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3026784.jpg,synnoeve solemdal,3026784,15,05,NOR
1990,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3026796-tiril-eckhoff.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3026796.jpg,tiril eckhoff,3026796,21,05,NOR
1990,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3029689-tatiana-akimova.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3029689.jpg,tatiana akimova,3029689,26,10,OAR
1994,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3029694-uliana-kaisheva.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3029694.jpg,uliana kaisheva,3029694,08,03,OAR
1983,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3015233-krystyna-guzik.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3015233.jpg,krystyna guzik,3015233,16,08,POL
1979,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3015229-magdalena-gwizdon.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3015229.jpg,magdalena gwizdon,3015229,04,08,POL
1991,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3015236-monika-hojnisz.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3015236.jpg,monika hojnisz,3015236,27,08,POL
1986,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3015234-weronika-nowakowska.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3015234.jpg,weronika nowakowska,3015234,07,07,POL
1978,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3026863-eva-tofalvi.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3026863.jpg,eva tofalvi,3026863,04,12,ROU
1992,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3043100-anja-erzen.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3043100.jpg,anja erzen,3043100,26,10,SLO
1997,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3043138-urska-poje.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3043138.jpg,urska poje,3043138,10,05,SLO
1994,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3034523-aita-gasparin.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3034523.jpg,aita gasparin,3034523,09,02,SUI
1991,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3034524-elisa-gasparin.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3034524.jpg,elisa gasparin,3034524,02,12,SUI
1995,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3034581-lena-haecki.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3034581.jpg,lena haecki,3034581,01,07,SUI
1984,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3034467-selina-gasparin.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3034467.jpg,selina gasparin,3034467,03,04,SUI
1984,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3033018-anastasiya-kuzmina.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3033018.jpg,anastasiya kuzmina,3033018,28,08,SVK
1994,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3033014-ivona-fialkova.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3033014.jpg,ivona fialkova,3033014,22,11,SVK
1992,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3033013-paulina-fialkova.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3033013.jpg,paulina fialkova,3033013,25,10,SVK
1989,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3033022-terezia-poliakova.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3033022.jpg,terezia poliakova,3033022,02,04,SVK
1995,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3031548-anna-magnusson.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3031548.jpg,anna magnusson,3031548,31,03,SWE
1995,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3031551-hanna-oeberg.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3031551.jpg,hanna oeberg,3031551,02,11,SWE
1994,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3031553-linn-persson.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3031553.jpg,linn persson,3031553,27,06,SWE
1990,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3031542-mona-brorsson.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3031542.jpg,mona brorsson,3031542,28,03,SWE
1995,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3022816-anastasiya-merkushyna.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3022816.jpg,anastasiya merkushyna,3022816,14,01,UKR
1986,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3024532-valj-semerenko.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024532.jpg,valj semerenko,3024532,18,01,UKR
1986,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3024526-vita-semerenko.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024526.jpg,vita semerenko,3024526,18,01,UKR
1990,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3024531-yuliia-dzhima.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3024531.jpg,yuliia dzhima,3024531,19,09,UKR
1987,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3017883-clare-egan.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3017883.jpg,clare egan,3017883,19,11,USA
1988,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3017702-emily-dreissigacker.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3017702.jpg,emily dreissigacker,3017702,29,11,USA
1992,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3019800-joanne-firesteel-reid.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3019800.jpg,joanne firesteel reid,3019800,28,06,USA
1986,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3016060-susan-dunklee.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3016060.jpg,susan dunklee,3016060,13,02,USA
1988,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3022557-nadzeya-pisareva.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3022557.jpg,nadzeya pisareva,3022557,05,07,BLR
1998,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3015365-milena-todorova.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3015365.jpg,milena todorova,3015365,18,01,BUL
1988,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3021744-megan-tandy.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3021744.jpg,megan tandy,3021744,10,09,CAN
1995,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3041153-venla-lehtonen.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3041153.jpg,venla lehtonen,3041153,10,03,FIN
1986,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3025759-marie-dorin-habert.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3025759.jpg,marie dorin habert,3025759,19,06,FRA
1988,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3031671-denise-herrmann.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3031671.jpg,denise herrmann,3031671,20,12,GER
1992,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3031677-vanessa-hinz.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3031677.jpg,vanessa hinz,3031677,24,03,GER
1990,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3029404-federica-sanfilippo.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3029404.jpg,federica sanfilippo,3029404,24,10,ITA
1990,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3018872-rina-mitsuhashi.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3018872.jpg,rina mitsuhashi,3018872,02,04,JPN
1996,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3040503-ko-eunjung.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3040503.jpg,ko eunjung,3040503,05,06,KOR
1991,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3034458-irene-cadurisch.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3034458.jpg,irene cadurisch,3034458,23,10,SUI
1986,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3031546-elisabeth-hoegberg.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3031546.jpg,elisabeth hoegberg,3031546,07,11,SWE
1992,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3022937-iryna-varvynets.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3022937.jpg,iryna varvynets,3022937,04,07,UKR
1997,https://www.olympic.org/pyeongchang-2018/results/en/biathlon/athlete-profile-n3015238-kamila-zuk.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3015238.jpg,kamila zuk,3015238,18,11,POL
1995,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3011154-david-mari.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3011154.jpg,david mari,3011154,25,04,AUS
1988,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3011155-lucas-mata.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3011155.jpg,lucas mata,3011155,08,07,AUS
1997,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3023405-kilian-walch.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3023405.jpg,kilian walch,3023405,24,01,AUT
1993,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3023404-markus-treichl.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3023404.jpg,markus treichl,3023404,28,09,AUT
1994,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3023394-benjamin-maier.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3023394.jpg,benjamin maier,3023394,19,04,AUT
1988,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3023399-markus-sammer.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3023399.jpg,markus sammer,3023399,20,05,AUT
1979,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3019281-edson-bindilatti.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3019281.jpg,edson bindilatti,3019281,13,03,BRA
1989,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3019282-edson-ricardo-martins.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3019282.jpg,edson ricardo martins,3019282,04,10,BRA
1990,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3025496-alexander-kopacz.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3025496.jpg,alexander kopacz,3025496,26,01,CAN
1987,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3025497-justin-kripps.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3025497.jpg,justin kripps,3025497,06,01,CAN
1984,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3025514-christopher-spring.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3025514.jpg,christopher spring,3025514,06,03,CAN
1980,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3025500-neville-wright.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3025500.jpg,neville wright,3025500,21,12,CAN
1974,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3025492-lascelles-brown.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3025492.jpg,lascelles brown,3025492,12,10,CAN
1987,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3025504-nick-poloniato.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3025504.jpg,nick poloniato,3025504,20,07,CAN
1996,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3022791-li-chunjian.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3022791.jpg,li chunjian,3022791,03,04,CHN
1993,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3022779-wang-sidong.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3022779.jpg,wang sidong,3022779,23,09,CHN
1994,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3023325-jin-jian.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3023325.jpg,jin jian,3023325,09,03,CHN
1997,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3022756-shi-hao.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3022756.jpg,shi hao,3022756,07,09,CHN
1993,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3027574-benedikt-nikpalj.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3027574.jpg,benedikt nikpalj,3027574,06,09,CRO
1985,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3027579-drazen-silic.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3027579.jpg,drazen silic,3027579,25,05,CRO
1992,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3042117-dominik-dvorak.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3042117.jpg,dominik dvorak,3042117,09,06,CZE
1989,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3042121-jakub-nosek.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3042121.jpg,jakub nosek,3042121,30,10,CZE
1979,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3042119-jakub-havlin.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3042119.jpg,jakub havlin,3042119,23,03,CZE
1982,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3042125-jan-vrba.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3042125.jpg,jan vrba,3042125,28,01,CZE
1990,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3023833-dorian-hauterville.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3023833.jpg,dorian hauterville,3023833,27,04,FRA
1990,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3023834-romain-heinrich.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3023834.jpg,romain heinrich,3023834,30,01,FRA
1990,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3036488-brad-hall.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3036488.jpg,brad hall,3036488,16,11,GBR
1988,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3036485-joel-fearon.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3036485.jpg,joel fearon,3036485,11,10,GBR
1991,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3029595-christopher-weber.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3029595.jpg,christopher weber,3029595,05,10,GER
1990,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3029566-johannes-lochner.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3029566.jpg,johannes lochner,3029566,15,10,GER
1990,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3029536-francesco-friedrich.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3029536.jpg,francesco friedrich,3029536,02,05,GER
1989,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3029570-thorsten-margis.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3029570.jpg,thorsten margis,3029570,14,08,GER
1986,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3029578-christian-poser.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3029578.jpg,christian poser,3029578,16,08,GER
1990,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3029594-nico-walther.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3029594.jpg,nico walther,3029594,07,06,GER
1991,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3040465-seo-youngwoo.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3040465.jpg,seo youngwoo,3040465,27,10,KOR
1985,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3040464-won-yunjong.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3040464.jpg,won yunjong,3040464,17,06,KOR
1992,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3022866-matiss-miknis.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3022866.jpg,matiss miknis,3022866,29,12,LAT
1993,https://www.olympic.org/pyeongchang-2018/results/en/bobsleigh/athlete-profile-n3022857-oskars-kibermanis.htm,https://www.olympic.org/pyeongchang-2018/results/resOWG2018/img/bios/photos/3022857.jpg,oskars kibermanis,3022857,04,04,LAT
